,pdbID,interface_id,ligands,fda_approved,num_interfaces,num_ligands,fda,interface_str,ligand_str
14407,4PZ2,"['4PZ2_A_C', '4PZ2_A_D', '4PZ2_B_C', '4PZ2_B_D', '4PZ2_C_D']","['EDO', 'EDO', 'EDO', 'EDO', 'EDO']","[1.0, 1.0, 1.0, 1.0, 1.0]",5,5,Yes,"4PZ2_A_C, 4PZ2_A_D, 4PZ2_B_C, 4PZ2_B_D, 4PZ2_C_D","EDO, EDO, EDO, EDO, EDO"
14408,4PZ3,"['4PZ3_A_B', '4PZ3_A_B']","['EDO', 'MES']","[1.0, 1.0]",2,2,Yes,"4PZ3_A_B, 4PZ3_A_B","EDO, MES"
14409,4PZ4,"['4PZ4_A_B', '4PZ4_A_B', '4PZ4_A_B']","['GOL', 'EDO', 'DMS']","[1.0, 1.0, 1.0]",3,3,Yes,"4PZ4_A_B, 4PZ4_A_B, 4PZ4_A_B","GOL, EDO, DMS"
14410,4PZ6,"['4PZ6_A_B', '4PZ6_A_B', '4PZ6_B_P', '4PZ6_B_P']","['GMP', 'SEP', 'GMP', 'SEP']","[0.0, 1.0, 0.0, 1.0]",4,4,Yes,"4PZ6_A_B, 4PZ6_A_B, 4PZ6_B_P, 4PZ6_B_P","GMP, SEP, GMP, SEP"
14411,4PZ7,['4PZ7_A_B'],['GOL'],[1.0],1,1,Yes,4PZ7_A_B,GOL
14412,4PZG,['4PZG_A_B'],['NO3'],[1.0],1,1,Yes,4PZG_A_B,NO3
14413,4PZL,"['4PZL_A_B', '4PZL_A_B', '4PZL_B_C', '4PZL_B_C', '4PZL_B_D', '4PZL_B_D', '4PZL_C_D', '4PZL_C_D']","['GOL', 'FMT', 'GOL', 'FMT', 'GOL', 'FMT', 'GOL', 'FMT']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",8,8,Yes,"4PZL_A_B, 4PZL_A_B, 4PZL_B_C, 4PZL_B_C, 4PZL_B_D, 4PZL_B_D, 4PZL_C_D, 4PZL_C_D","GOL, FMT, GOL, FMT, GOL, FMT, GOL, FMT"
14414,4PZN,['4PZN_A_C'],['EDO'],[1.0],1,1,Yes,4PZN_A_C,EDO
14415,4PZU,"['4PZU_A_B', '4PZU_A_G', '4PZU_C_D']","['EDO', 'EDO', 'EDO']","[1.0, 1.0, 1.0]",3,3,Yes,"4PZU_A_B, 4PZU_A_G, 4PZU_C_D","EDO, EDO, EDO"
14416,4Q04,['4Q04_A_B'],['GOL'],[1.0],1,1,Yes,4Q04_A_B,GOL
14417,4Q0B,['4Q0B_A_B'],['NVP'],[1.0],1,1,Yes,4Q0B_A_B,NVP
14418,4Q0D,"['4Q0D_A_E', '4Q0D_A_E']","['MTX', 'UFP']","[1.0, 1.0]",2,2,Yes,"4Q0D_A_E, 4Q0D_A_E","MTX, UFP"
14419,4Q0E,['4Q0E_A_C'],['UFP'],[1.0],1,1,Yes,4Q0E_A_C,UFP
14420,4Q0G,['4Q0G_B_C'],['GOL'],[1.0],1,1,Yes,4Q0G_B_C,GOL
14421,4Q0N,"['4Q0N_A_F', '4Q0N_C_G', '4Q0N_E_H']","['EDO', 'EDO', 'EDO']","[1.0, 1.0, 1.0]",3,3,Yes,"4Q0N_A_F, 4Q0N_C_G, 4Q0N_E_H","EDO, EDO, EDO"
14422,4Q12,"['4Q12_A_B', '4Q12_A_B']","['EDO', 'UDP']","[1.0, 1.0]",2,2,Yes,"4Q12_A_B, 4Q12_A_B","EDO, UDP"
14423,4Q14,['4Q14_A_B'],['CIT'],[1.0],1,1,Yes,4Q14_A_B,CIT
14424,4Q15,"['4Q15_A_B', '4Q15_A_B']","['HFG', 'EDO']","[1.0, 1.0]",2,2,Yes,"4Q15_A_B, 4Q15_A_B","HFG, EDO"
14425,4Q1G,"['4Q1G_A_B', '4Q1G_A_B', '4Q1G_A_C', '4Q1G_A_C', '4Q1G_B_C', '4Q1G_B_C']","['GOL', 'EDO', 'GOL', 'EDO', 'GOL', 'EDO']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",6,6,Yes,"4Q1G_A_B, 4Q1G_A_B, 4Q1G_A_C, 4Q1G_A_C, 4Q1G_B_C, 4Q1G_B_C","GOL, EDO, GOL, EDO, GOL, EDO"
14426,4Q1H,"['4Q1H_A_B', '4Q1H_A_C', '4Q1H_B_C']","['GOL', 'GOL', 'GOL']","[1.0, 1.0, 1.0]",3,3,Yes,"4Q1H_A_B, 4Q1H_A_C, 4Q1H_B_C","GOL, GOL, GOL"
14427,4Q1I,"['4Q1I_A_B', '4Q1I_A_C', '4Q1I_B_C']","['GOL', 'GOL', 'GOL']","[1.0, 1.0, 1.0]",3,3,Yes,"4Q1I_A_B, 4Q1I_A_C, 4Q1I_B_C","GOL, GOL, GOL"
14428,4Q1J,"['4Q1J_A_B', '4Q1J_A_C', '4Q1J_B_C']","['EDO', 'EDO', 'EDO']","[1.0, 1.0, 1.0]",3,3,Yes,"4Q1J_A_B, 4Q1J_A_C, 4Q1J_B_C","EDO, EDO, EDO"
14429,4Q1K,"['4Q1K_A_B', '4Q1K_A_C', '4Q1K_B_C']","['GOL', 'GOL', 'GOL']","[1.0, 1.0, 1.0]",3,3,Yes,"4Q1K_A_B, 4Q1K_A_C, 4Q1K_B_C","GOL, GOL, GOL"
14430,4Q1N,"['4Q1N_A_B', '4Q1N_A_B']","['NAG', 'DMS']","[1.0, 1.0]",2,2,Yes,"4Q1N_A_B, 4Q1N_A_B","NAG, DMS"
14431,4Q1P,['4Q1P_A_B'],['BME'],[1.0],1,1,Yes,4Q1P_A_B,BME
14432,4Q1W,['4Q1W_A_B'],['017'],[1.0],1,1,Yes,4Q1W_A_B,017
14433,4Q1X,"['4Q1X_A_B', '4Q1X_A_B']","['GOL', '017']","[1.0, 1.0]",2,2,Yes,"4Q1X_A_B, 4Q1X_A_B","GOL, 017"
14434,4Q1Y,['4Q1Y_A_B'],['017'],[1.0],1,1,Yes,4Q1Y_A_B,017
14435,4Q26,"['4Q26_G_H', '4Q26_G_H']","['GOL', 'NDG']","[1.0, 1.0]",2,2,Yes,"4Q26_G_H, 4Q26_G_H","GOL, NDG"
14436,4Q2B,"['4Q2B_A_B', '4Q2B_A_B', '4Q2B_A_B', '4Q2B_A_C', '4Q2B_A_C', '4Q2B_A_C', '4Q2B_C_D', '4Q2B_C_D', '4Q2B_C_D']","['GOL', 'MLA', 'FMT', 'GOL', 'MLA', 'FMT', 'GOL', 'MLA', 'FMT']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",9,9,Yes,"4Q2B_A_B, 4Q2B_A_B, 4Q2B_A_B, 4Q2B_A_C, 4Q2B_A_C, 4Q2B_A_C, 4Q2B_C_D, 4Q2B_C_D, 4Q2B_C_D","GOL, MLA, FMT, GOL, MLA, FMT, GOL, MLA, FMT"
14437,4Q2G,['4Q2G_A_B'],['BNG'],[1.0],1,1,Yes,4Q2G_A_B,BNG
14438,4Q2N,"['4Q2N_A_B', '4Q2N_A_E', '4Q2N_E_F']","['EDO', 'EDO', 'EDO']","[1.0, 1.0, 1.0]",3,3,Yes,"4Q2N_A_B, 4Q2N_A_E, 4Q2N_E_F","EDO, EDO, EDO"
14439,4Q2T,['4Q2T_A_B'],['GOL'],[1.0],1,1,Yes,4Q2T_A_B,GOL
14440,4Q2X,['4Q2X_A_B'],['GGB'],[0.0],1,1,No,4Q2X_A_B,GGB
14441,4Q31,"['4Q31_A_B', '4Q31_A_B', '4Q31_A_B', '4Q31_A_C', '4Q31_A_C', '4Q31_A_C', '4Q31_A_D', '4Q31_A_D', '4Q31_A_D', '4Q31_B_C', '4Q31_B_C', '4Q31_B_C', '4Q31_B_D', '4Q31_B_D', '4Q31_B_D', '4Q31_C_D', '4Q31_C_D', '4Q31_C_D', '4Q31_E_F', '4Q31_E_F', '4Q31_E_F']","['GOL', 'MES', 'FMT', 'GOL', 'MES', 'FMT', 'GOL', 'MES', 'FMT', 'GOL', 'MES', 'FMT', 'GOL', 'MES', 'FMT', 'GOL', 'MES', 'FMT', 'GOL', 'MES', 'FMT']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",21,21,Yes,"4Q31_A_B, 4Q31_A_B, 4Q31_A_B, 4Q31_A_C, 4Q31_A_C, 4Q31_A_C, 4Q31_A_D, 4Q31_A_D, 4Q31_A_D, 4Q31_B_C, 4Q31_B_C, 4Q31_B_C, 4Q31_B_D, 4Q31_B_D, 4Q31_B_D, 4Q31_C_D, 4Q31_C_D, 4Q31_C_D, 4Q31_E_F, 4Q31_E_F, 4Q31_E_F","GOL, MES, FMT, GOL, MES, FMT, GOL, MES, FMT, GOL, MES, FMT, GOL, MES, FMT, GOL, MES, FMT, GOL, MES, FMT"
14442,4Q32,['4Q32_A_C'],['IMP'],[1.0],1,1,Yes,4Q32_A_C,IMP
14443,4Q33,"['4Q33_A_C', '4Q33_A_C', '4Q33_A_C', '4Q33_A_C', '4Q33_C_D', '4Q33_C_D', '4Q33_C_D', '4Q33_C_D', '4Q33_E_F', '4Q33_E_F', '4Q33_E_F', '4Q33_E_F', '4Q33_E_G', '4Q33_E_G', '4Q33_E_G', '4Q33_E_G', '4Q33_F_H', '4Q33_F_H', '4Q33_F_H', '4Q33_F_H', '4Q33_G_H', '4Q33_G_H', '4Q33_G_H', '4Q33_G_H']","['GOL', 'ACY', 'IMP', 'FMT', 'GOL', 'ACY', 'IMP', 'FMT', 'GOL', 'ACY', 'IMP', 'FMT', 'GOL', 'ACY', 'IMP', 'FMT', 'GOL', 'ACY', 'IMP', 'FMT', 'GOL', 'ACY', 'IMP', 'FMT']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",24,24,Yes,"4Q33_A_C, 4Q33_A_C, 4Q33_A_C, 4Q33_A_C, 4Q33_C_D, 4Q33_C_D, 4Q33_C_D, 4Q33_C_D, 4Q33_E_F, 4Q33_E_F, 4Q33_E_F, 4Q33_E_F, 4Q33_E_G, 4Q33_E_G, 4Q33_E_G, 4Q33_E_G, 4Q33_F_H, 4Q33_F_H, 4Q33_F_H, 4Q33_F_H, 4Q33_G_H, 4Q33_G_H, 4Q33_G_H, 4Q33_G_H","GOL, ACY, IMP, FMT, GOL, ACY, IMP, FMT, GOL, ACY, IMP, FMT, GOL, ACY, IMP, FMT, GOL, ACY, IMP, FMT, GOL, ACY, IMP, FMT"
14444,4Q35,['4Q35_A_B'],['LDA'],[1.0],1,1,Yes,4Q35_A_B,LDA
14445,4Q3A,"['4Q3A_A_B', '4Q3A_A_B', '4Q3A_B_C', '4Q3A_B_C']","['GOL', 'EDO', 'GOL', 'EDO']","[1.0, 1.0, 1.0, 1.0]",4,4,Yes,"4Q3A_A_B, 4Q3A_A_B, 4Q3A_B_C, 4Q3A_B_C","GOL, EDO, GOL, EDO"
14446,4Q3B,"['4Q3B_A_B', '4Q3B_A_B', '4Q3B_A_D', '4Q3B_A_D', '4Q3B_B_C', '4Q3B_B_C']","['GOL', 'EDO', 'GOL', 'EDO', 'GOL', 'EDO']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",6,6,Yes,"4Q3B_A_B, 4Q3B_A_B, 4Q3B_A_D, 4Q3B_A_D, 4Q3B_B_C, 4Q3B_B_C","GOL, EDO, GOL, EDO, GOL, EDO"
14447,4Q3C,"['4Q3C_A_B', '4Q3C_A_B']","['GOL', 'EDO']","[1.0, 1.0]",2,2,Yes,"4Q3C_A_B, 4Q3C_A_B","GOL, EDO"
14448,4Q3L,['4Q3L_F_G'],['GOL'],[1.0],1,1,Yes,4Q3L_F_G,GOL
14449,4Q3O,"['4Q3O_A_B', '4Q3O_A_B', '4Q3O_A_E', '4Q3O_A_E', '4Q3O_B_H', '4Q3O_B_H', '4Q3O_C_E', '4Q3O_C_E', '4Q3O_C_F', '4Q3O_C_F', '4Q3O_D_G', '4Q3O_D_G', '4Q3O_E_H', '4Q3O_E_H']","['GOL', 'MES', 'GOL', 'MES', 'GOL', 'MES', 'GOL', 'MES', 'GOL', 'MES', 'GOL', 'MES', 'GOL', 'MES']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",14,14,Yes,"4Q3O_A_B, 4Q3O_A_B, 4Q3O_A_E, 4Q3O_A_E, 4Q3O_B_H, 4Q3O_B_H, 4Q3O_C_E, 4Q3O_C_E, 4Q3O_C_F, 4Q3O_C_F, 4Q3O_D_G, 4Q3O_D_G, 4Q3O_E_H, 4Q3O_E_H","GOL, MES, GOL, MES, GOL, MES, GOL, MES, GOL, MES, GOL, MES, GOL, MES"
14450,4Q3R,"['4Q3R_A_B', '4Q3R_A_B']","['GOL', 'PGE']","[1.0, 1.0]",2,2,Yes,"4Q3R_A_B, 4Q3R_A_B","GOL, PGE"
14451,4Q4W,"['4Q4W_1_2', '4Q4W_1_3']","['HEZ', 'HEZ']","[1.0, 1.0]",2,2,Yes,"4Q4W_1_2, 4Q4W_1_3","HEZ, HEZ"
14452,4Q4X,"['4Q4X_1_3', '4Q4X_1_3']","['SIA', 'HEZ']","[1.0, 1.0]",2,2,Yes,"4Q4X_1_3, 4Q4X_1_3","SIA, HEZ"
14453,4Q4Y,"['4Q4Y_1_2', '4Q4Y_1_2', '4Q4Y_1_2', '4Q4Y_1_3', '4Q4Y_1_3', '4Q4Y_1_3', '4Q4Y_3_4', '4Q4Y_3_4', '4Q4Y_3_4']","['SIA', 'MYR', 'HEZ', 'SIA', 'MYR', 'HEZ', 'SIA', 'MYR', 'HEZ']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",9,9,Yes,"4Q4Y_1_2, 4Q4Y_1_2, 4Q4Y_1_2, 4Q4Y_1_3, 4Q4Y_1_3, 4Q4Y_1_3, 4Q4Y_3_4, 4Q4Y_3_4, 4Q4Y_3_4","SIA, MYR, HEZ, SIA, MYR, HEZ, SIA, MYR, HEZ"
14454,4Q50,"['4Q50_A_D', '4Q50_A_F', '4Q50_B_C', '4Q50_B_E', '4Q50_C_G', '4Q50_D_H']","['OHT', 'OHT', 'OHT', 'OHT', 'OHT', 'OHT']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6,6,No,"4Q50_A_D, 4Q50_A_F, 4Q50_B_C, 4Q50_B_E, 4Q50_C_G, 4Q50_D_H","OHT, OHT, OHT, OHT, OHT, OHT"
14455,4Q52,['4Q52_A_D'],['BGC'],[1.0],1,1,Yes,4Q52_A_D,BGC
14456,4Q53,"['4Q53_A_B', '4Q53_A_B']","['PGE', 'EDO']","[1.0, 1.0]",2,2,Yes,"4Q53_A_B, 4Q53_A_B","PGE, EDO"
14457,4Q5O,['4Q5O_A_B'],['AKG'],[1.0],1,1,Yes,4Q5O_A_B,AKG
14458,4Q5R,"['4Q5R_A_B', '4Q5R_C_D']","['GOL', 'GOL']","[1.0, 1.0]",2,2,Yes,"4Q5R_A_B, 4Q5R_C_D","GOL, GOL"
14459,4Q60,['4Q60_A_B'],['GOL'],[1.0],1,1,Yes,4Q60_A_B,GOL
14460,4Q66,"['4Q66_A_C', '4Q66_B_C', '4Q66_D_F', '4Q66_H_I']","['GNP', 'GNP', 'GNP', 'GNP']","[1.0, 1.0, 1.0, 1.0]",4,4,Yes,"4Q66_A_C, 4Q66_B_C, 4Q66_D_F, 4Q66_H_I","GNP, GNP, GNP, GNP"
14461,4Q6F,"['4Q6F_A_B', '4Q6F_A_D', '4Q6F_A_F']","['EDO', 'EDO', 'EDO']","[1.0, 1.0, 1.0]",3,3,Yes,"4Q6F_A_B, 4Q6F_A_D, 4Q6F_A_F","EDO, EDO, EDO"
14462,4Q6J,"['4Q6J_A_B', '4Q6J_A_B', '4Q6J_A_B']","['GOL', 'ACY', 'EDO']","[1.0, 1.0, 1.0]",3,3,Yes,"4Q6J_A_B, 4Q6J_A_B, 4Q6J_A_B","GOL, ACY, EDO"
14463,4Q6K,['4Q6K_A_B'],['EDO'],[1.0],1,1,Yes,4Q6K_A_B,EDO
14464,4Q6R,"['4Q6R_A_B', '4Q6R_A_B']","['GOL', 'SIN']","[1.0, 1.0]",2,2,Yes,"4Q6R_A_B, 4Q6R_A_B","GOL, SIN"
14465,4Q6W,"['4Q6W_A_B', '4Q6W_A_B']","['GOL', 'EDO']","[1.0, 1.0]",2,2,Yes,"4Q6W_A_B, 4Q6W_A_B","GOL, EDO"
14466,4Q71,['4Q71_A_B'],['GOL'],[1.0],1,1,Yes,4Q71_A_B,GOL
14467,4Q73,['4Q73_A_B'],['GOL'],[1.0],1,1,Yes,4Q73_A_B,GOL
14468,4Q77,['4Q77_A_B'],['GOL'],[1.0],1,1,Yes,4Q77_A_B,GOL
14469,4Q7A,"['4Q7A_A_D', '4Q7A_B_C']","['GOL', 'GOL']","[1.0, 1.0]",2,2,Yes,"4Q7A_A_D, 4Q7A_B_C","GOL, GOL"
14470,4Q7C,['4Q7C_A_B'],['TLA'],[1.0],1,1,Yes,4Q7C_A_B,TLA
14471,4Q7E,['4Q7E_A_B'],['GOL'],[1.0],1,1,Yes,4Q7E_A_B,GOL
14472,4Q7H,"['4Q7H_A_B', '4Q7H_C_D']","['GTP', 'GTP']","[1.0, 1.0]",2,2,Yes,"4Q7H_A_B, 4Q7H_C_D","GTP, GTP"
14473,4Q7I,['4Q7I_A_B'],['GOL'],[1.0],1,1,Yes,4Q7I_A_B,GOL
14474,4Q7O,['4Q7O_A_B'],['FMT'],[1.0],1,1,Yes,4Q7O_A_B,FMT
14475,4Q7Q,['4Q7Q_A_B'],['FMT'],[1.0],1,1,Yes,4Q7Q_A_B,FMT
14476,4Q7X,"['4Q7X_A_B', '4Q7X_A_B']","['GOL', 'NAG']","[1.0, 1.0]",2,2,Yes,"4Q7X_A_B, 4Q7X_A_B","GOL, NAG"
14477,4Q80,['4Q80_A_B'],['NAG'],[1.0],1,1,Yes,4Q80_A_B,NAG
14478,4Q8B,"['4Q8B_A_B', '4Q8B_A_B', '4Q8B_A_B']","['PGE', 'SXX', 'OXY']","[1.0, 0.0, 1.0]",3,3,Yes,"4Q8B_A_B, 4Q8B_A_B, 4Q8B_A_B","PGE, SXX, OXY"
14479,4Q8S,"['4Q8S_A_C', '4Q8S_A_C', '4Q8S_A_C', '4Q8S_C_D', '4Q8S_C_D', '4Q8S_C_D']","['GOL', 'NAG', 'TLA', 'GOL', 'NAG', 'TLA']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",6,6,Yes,"4Q8S_A_C, 4Q8S_A_C, 4Q8S_A_C, 4Q8S_C_D, 4Q8S_C_D, 4Q8S_C_D","GOL, NAG, TLA, GOL, NAG, TLA"
14480,4Q95,['4Q95_A_B'],['SHV'],[0.0],1,1,No,4Q95_A_B,SHV
14481,4Q9D,['4Q9D_A_B'],['FMT'],[1.0],1,1,Yes,4Q9D_A_B,FMT
14482,4Q9E,"['4Q9E_A_C', '4Q9E_A_C', '4Q9E_A_C', '4Q9E_C_D', '4Q9E_C_D', '4Q9E_C_D']","['GOL', 'NAG', 'TLA', 'GOL', 'NAG', 'TLA']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",6,6,Yes,"4Q9E_A_C, 4Q9E_A_C, 4Q9E_A_C, 4Q9E_C_D, 4Q9E_C_D, 4Q9E_C_D","GOL, NAG, TLA, GOL, NAG, TLA"
14483,4QA0,"['4QA0_A_B', '4QA0_A_B']","['GOL', 'SHH']","[1.0, 1.0]",2,2,Yes,"4QA0_A_B, 4QA0_A_B","GOL, SHH"
14484,4QA1,"['4QA1_A_B', '4QA1_A_B', '4QA1_B_D', '4QA1_B_D']","['GOL', 'B3N', 'GOL', 'B3N']","[1.0, 1.0, 1.0, 1.0]",4,4,Yes,"4QA1_A_B, 4QA1_A_B, 4QA1_B_D, 4QA1_B_D","GOL, B3N, GOL, B3N"
14485,4QA2,"['4QA2_A_B', '4QA2_A_B']","['GOL', 'SHH']","[1.0, 1.0]",2,2,Yes,"4QA2_A_B, 4QA2_A_B","GOL, SHH"
14486,4QA3,"['4QA3_A_B', '4QA3_A_B']","['GOL', 'TSN']","[1.0, 1.0]",2,2,Yes,"4QA3_A_B, 4QA3_A_B","GOL, TSN"
14487,4QA5,"['4QA5_A_B', '4QA5_A_B']","['GOL', 'MCM']","[1.0, 1.0]",2,2,Yes,"4QA5_A_B, 4QA5_A_B","GOL, MCM"
14488,4QA6,"['4QA6_A_B', '4QA6_A_B']","['GOL', 'MCM']","[1.0, 1.0]",2,2,Yes,"4QA6_A_B, 4QA6_A_B","GOL, MCM"
14489,4QAA,"['4QAA_A_I', '4QAA_B_C', '4QAA_C_G', '4QAA_D_F', '4QAA_H_I']","['NAG', 'NAG', 'NAG', 'NAG', 'NAG']","[1.0, 1.0, 1.0, 1.0, 1.0]",5,5,Yes,"4QAA_A_I, 4QAA_B_C, 4QAA_C_G, 4QAA_D_F, 4QAA_H_I","NAG, NAG, NAG, NAG, NAG"
14490,4QAB,"['4QAB_A_J', '4QAB_B_I', '4QAB_H_I', '4QAB_I_J']","['NAG', 'NAG', 'NAG', 'NAG']","[1.0, 1.0, 1.0, 1.0]",4,4,Yes,"4QAB_A_J, 4QAB_B_I, 4QAB_H_I, 4QAB_I_J","NAG, NAG, NAG, NAG"
14491,4QAC,['4QAC_A_F'],['NAG'],[1.0],1,1,Yes,4QAC_A_F,NAG
14492,4QAK,['4QAK_A_B'],['GOL'],[1.0],1,1,Yes,4QAK_A_B,GOL
14493,4QAM,['4QAM_A_B'],['GOL'],[1.0],1,1,Yes,4QAM_A_B,GOL
14494,4QAV,['4QAV_A_B'],['FMT'],[1.0],1,1,Yes,4QAV_A_B,FMT
14495,4QB5,['4QB5_B_D'],['EDO'],[1.0],1,1,Yes,4QB5_B_D,EDO
14496,4QB9,"['4QB9_A_B', '4QB9_A_D', '4QB9_A_F']","['PAR', 'PAR', 'PAR']","[1.0, 1.0, 1.0]",3,3,Yes,"4QB9_A_B, 4QB9_A_D, 4QB9_A_F","PAR, PAR, PAR"
14497,4QBZ,['4QBZ_A_B'],['NAG'],[1.0],1,1,Yes,4QBZ_A_B,NAG
14498,4QC0,['4QC0_A_B'],['NAG'],[1.0],1,1,Yes,4QC0_A_B,NAG
14499,4QC3,['4QC3_A_B'],['EDO'],[1.0],1,1,Yes,4QC3_A_B,EDO
14500,4QC6,"['4QC6_A_B', '4QC6_A_B']","['KAN', 'FMT']","[0.0, 1.0]",2,2,Yes,"4QC6_A_B, 4QC6_A_B","KAN, FMT"
14501,4QC9,['4QC9_A_D'],['EDO'],[1.0],1,1,Yes,4QC9_A_D,EDO
14502,4QCA,['4QCA_C_D'],['GOL'],[1.0],1,1,Yes,4QCA_C_D,GOL
14503,4QCB,['4QCB_A_B'],['GOL'],[1.0],1,1,Yes,4QCB_A_B,GOL
14504,4QDH,['4QDH_A_B'],['NAG'],[1.0],1,1,Yes,4QDH_A_B,NAG
14505,4QDV,['4QDV_C_D'],['GOL'],[1.0],1,1,Yes,4QDV_C_D,GOL
14506,4QE0,['4QE0_A_B'],['GOL'],[1.0],1,1,Yes,4QE0_A_B,GOL
14507,4QE6,"['4QE6_A_B', '4QE6_A_B']","['EDO', 'JN3']","[1.0, 1.0]",2,2,Yes,"4QE6_A_B, 4QE6_A_B","EDO, JN3"
14508,4QE8,['4QE8_A_C'],['EDO'],[1.0],1,1,Yes,4QE8_A_C,EDO
14509,4QEY,"['4QEY_A_B', '4QEY_A_B', '4QEY_A_E', '4QEY_A_E', '4QEY_B_C', '4QEY_B_C', '4QEY_C_D', '4QEY_C_D', '4QEY_G_H', '4QEY_G_H', '4QEY_H_I', '4QEY_H_I']","['PGE', 'EDO', 'PGE', 'EDO', 'PGE', 'EDO', 'PGE', 'EDO', 'PGE', 'EDO', 'PGE', 'EDO']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",12,12,Yes,"4QEY_A_B, 4QEY_A_B, 4QEY_A_E, 4QEY_A_E, 4QEY_B_C, 4QEY_B_C, 4QEY_C_D, 4QEY_C_D, 4QEY_G_H, 4QEY_G_H, 4QEY_H_I, 4QEY_H_I","PGE, EDO, PGE, EDO, PGE, EDO, PGE, EDO, PGE, EDO, PGE, EDO"
14510,4QEZ,['4QEZ_A_B'],['ADE'],[1.0],1,1,Yes,4QEZ_A_B,ADE
14511,4QF1,"['4QF1_A_B', '4QF1_A_B', '4QF1_H_L', '4QF1_H_L']","['PGE', 'MES', 'PGE', 'MES']","[1.0, 1.0, 1.0, 1.0]",4,4,Yes,"4QF1_A_B, 4QF1_A_B, 4QF1_H_L, 4QF1_H_L","PGE, MES, PGE, MES"
14512,4QF2,['4QF2_A_C'],['GOL'],[1.0],1,1,Yes,4QF2_A_C,GOL
14513,4QF9,['4QF9_B_C'],['GOL'],[1.0],1,1,Yes,4QF9_B_C,GOL
14514,4QFE,"['4QFE_A_B', '4QFE_A_B', '4QFE_A_D', '4QFE_A_D', '4QFE_A_F', '4QFE_A_F', '4QFE_A_H', '4QFE_A_H', '4QFE_B_E', '4QFE_B_E', '4QFE_B_G', '4QFE_B_G', '4QFE_B_H', '4QFE_B_H', '4QFE_D_F', '4QFE_D_F', '4QFE_D_J', '4QFE_D_J', '4QFE_E_H', '4QFE_E_H', '4QFE_G_I', '4QFE_G_I']","['EOH', 'EDO', 'EOH', 'EDO', 'EOH', 'EDO', 'EOH', 'EDO', 'EOH', 'EDO', 'EOH', 'EDO', 'EOH', 'EDO', 'EOH', 'EDO', 'EOH', 'EDO', 'EOH', 'EDO', 'EOH', 'EDO']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",22,22,Yes,"4QFE_A_B, 4QFE_A_B, 4QFE_A_D, 4QFE_A_D, 4QFE_A_F, 4QFE_A_F, 4QFE_A_H, 4QFE_A_H, 4QFE_B_E, 4QFE_B_E, 4QFE_B_G, 4QFE_B_G, 4QFE_B_H, 4QFE_B_H, 4QFE_D_F, 4QFE_D_F, 4QFE_D_J, 4QFE_D_J, 4QFE_E_H, 4QFE_E_H, 4QFE_G_I, 4QFE_G_I","EOH, EDO, EOH, EDO, EOH, EDO, EOH, EDO, EOH, EDO, EOH, EDO, EOH, EDO, EOH, EDO, EOH, EDO, EOH, EDO, EOH, EDO"
14515,4QFG,['4QFG_A_B'],['STU'],[0.0],1,1,No,4QFG_A_B,STU
14516,4QFL,['4QFL_A_B'],['GOL'],[1.0],1,1,Yes,4QFL_A_B,GOL
14517,4QFO,['4QFO_A_B'],['GOL'],[1.0],1,1,Yes,4QFO_A_B,GOL
14518,4QFP,['4QFP_A_B'],['GOL'],[1.0],1,1,Yes,4QFP_A_B,GOL
14519,4QFR,['4QFR_A_B'],['STU'],[0.0],1,1,No,4QFR_A_B,STU
14520,4QFS,['4QFS_A_B'],['STU'],[0.0],1,1,No,4QFS_A_B,STU
